Predicate,no predicates,GT,GT Pred CLS,GT Neg,Baseline,Base Pred CLS,Base Neg,Base BLEURT,Base BART,Base BERT,Base BLEU4,Base Meteor,Base Other COCO,After Constrain,Cons Pred CLS,Cons Neg,Cons BLEURT,Cons BART,Cons BERT,Cons BLEU4,Cons Meteor,Cons Other COCO,Cons-Baseline CLS Gap,GT-Baseline CLS Gap,GT-Cons CLS Gap,Cons-Base BLEURT gap,Cons-Base BART gap,Cons-Baseline BERT Gap,Cons-Baseline BLEU Gap,Cons-Baseline METEOR Gap
"{'predicate: is part of, subject: attica, indiana, object: indiana, sentence: ', 'predicate: capital, subject: united states, object: washington, d.c., sentence: ', 'predicate: country, subject: attica, indiana, object: united states, sentence: '}",3,"The United States, which has the capital city of Washington DC, is the location of Attica, part of the state of Indiana.",0.999923925,,"attica is part of indiana in the u.s. washington, d.c. is the capital of the u.s",0.999894996,,0.543998659,-2.161619425,0.92840713,0.337645911,0.353073977,"{'image_id': 'inst-1006', 'Bleu_1': 0.7170287332603552, 'Bleu_2': 0.6161699292003885, 'Bleu_3': 0.45745535404779686, 'Bleu_4': 0.33764591086179924, 'METEOR': 0.3530739774044108, 'ROUGE_L': 0.523854961832061, 'CIDEr': 2.5178330433572422}",attica is part of indiana in the u.s. washington d.c. is the capital of the u.s,0.999890427,,0.520114243,-1.940558076,0.92132246,0.337645911,0.353073977,"{'image_id': 'inst-1006', 'Bleu_1': 0.7170287332603552, 'Bleu_2': 0.6161699292003885, 'Bleu_3': 0.45745535404779686, 'Bleu_4': 0.33764591086179924, 'METEOR': 0.3530739774044108, 'ROUGE_L': 0.523854961832061, 'CIDEr': 2.5178330433572422}",-4.57E-06,2.89E-05,3.35E-05,-0.023884416,0.221061349,-0.007084668,0,0
"{'predicate: ground, subject: accrington stanley f.c., object: accrington, sentence: ', 'predicate: club, subject: alan martin (footballer), object: accrington stanley f.c., sentence: ', 'predicate: club, subject: alan martin (footballer), object: motherwell f.c., sentence: '}",3,"Alan Martin, whose club is Motherwell FC, played for Accrington Stanley FC who have their ground in Accrington.",0.999912182,,alan martin played football for motherwell f.c. and accrington stanley f.c. accrington stanley f.c. play in accrington,0.999850492,,0.523282528,-2.490351677,0.928426,4.62E-09,0.320059148,"{'image_id': 'inst-915', 'Bleu_1': 0.6100943871284373, 'Bleu_2': 0.3284171164760066, 'Bleu_3': 1.8926538447152579e-06, 'Bleu_4': 4.622582821102498e-09, 'METEOR': 0.32005914817435155, 'ROUGE_L': 0.4547996272134204, 'CIDEr': 1.5805036085733537}",alan martin played football for motherwell f.c. and accrington stanley f.c. accrington stanley f.c. play in accrington,0.999850492,,0.523282528,-2.490351677,0.928426,4.62E-09,0.320059148,"{'image_id': 'inst-915', 'Bleu_1': 0.6100943871284373, 'Bleu_2': 0.3284171164760066, 'Bleu_3': 1.8926538447152579e-06, 'Bleu_4': 4.622582821102498e-09, 'METEOR': 0.32005914817435155, 'ROUGE_L': 0.4547996272134204, 'CIDEr': 1.5805036085733537}",0,6.17E-05,6.17E-05,0,0,0,0,0
"{'predicate: death place, subject: abraham a. ribicoff, object: new york, sentence: ', 'predicate: ethnic group, subject: united states, object: native americans in the united states, sentence: ', 'predicate: spouse, subject: abraham a. ribicoff, object: casey ribicoff, sentence: ', 'predicate: birth place, subject: casey ribicoff, object: chicago, sentence: ', 'predicate: nationality, subject: abraham a. ribicoff, object: united states, sentence: '}",5,Abraham A. Ribicoff was a national of the United States where one of the ethnic groups are the native americans. Prior to his death in New York he was married to Casey Ribicoff who was born in Chicago.,0.999599926,,"abraham a. ribicoff was born in chicago and died in new york. he was a national of the united states, where native americans are an ethnic group. casey ribicoff was the wife of abraham a. ribicoff",0.999896538,,0.596704662,-1.5608356,0.94271576,0.700385294,0.413030913,"{'image_id': 'inst-1566', 'Bleu_1': 0.972604477062315, 'Bleu_2': 0.9004567739927054, 'Bleu_3': 0.799101456818597, 'Bleu_4': 0.7003852939661966, 'METEOR': 0.41303091279207216, 'ROUGE_L': 0.46689628779181014, 'CIDEr': 3.4026644656808376}",american abraham a ribicoff was married to casey ribicoff who was born in chicago and died in new york. native americans are an ethnic group in the u.s,0.999797225,,0.53219831,-2.232232571,0.93510246,0.67764988,0.388410046,"{'image_id': 'inst-1566', 'Bleu_1': 0.8342260840493357, 'Bleu_2': 0.799020906017786, 'Bleu_3': 0.748379120184664, 'Bleu_4': 0.677649879527066, 'METEOR': 0.38841004574137494, 'ROUGE_L': 0.4366740088105726, 'CIDEr': 1.9635627000205003}",-9.93E-05,-0.000296613,-0.000197299,-0.064506352,-0.671396971,-0.007613301,-0.022735414,-0.024620867
"{'predicate: ethnic group, subject: united states, object: african americans, sentence: ', 'predicate: death place, subject: abraham a. ribicoff, object: united states, sentence: ', 'predicate: nationality, subject: abraham a. ribicoff, object: american, sentence: ', 'predicate: spouse, subject: abraham a. ribicoff, object: casey ribicoff, sentence: ', 'predicate: birth place, subject: casey ribicoff, object: chicago, sentence: '}",5,"Abraham A. Ribicoff was a national of the United States, where African Americans are an ethnic group. Abraham A. Ribicoff's spouse was Casey Ribicoff, who was born in Chicago. Abraham A. Ribicoff died in the United States.",0.987662498,,"american abraham a. ribicoff was married to casey ribicoff, who was born in chicago. african americans are an ethnic group in the u.s.a",0.863181883,"['predicate: death place, subject: abraham a. ribicoff, object: united states, sentence: american abraham a. ribicoff was married to casey ribicoff, who was born in chicago. african americans are an ethnic group in the u.s.a']",0.51604557,-2.049375534,0.93135476,0.544202828,0.351679187,"{'image_id': 'inst-1564', 'Bleu_1': 0.7033917107838381, 'Bleu_2': 0.6658500378833425, 'Bleu_3': 0.6106454544197211, 'Bleu_4': 0.5442028280740654, 'METEOR': 0.35167918685655225, 'ROUGE_L': 0.48980852378011125, 'CIDEr': 1.0694516976193957}",american abraham a. ribicoff was married to casey ribicoff who was born in chicago. african americans are an ethnic group in the u.s.a,0.80445801,"['predicate: death place, subject: abraham a. ribicoff, object: united states, sentence: american abraham a. ribicoff was married to casey ribicoff who was born in chicago. african americans are an ethnic group in the u.s.a']",0.532867372,-2.090528727,0.9321961,0.544202828,0.351679187,"{'image_id': 'inst-1564', 'Bleu_1': 0.7033917107838381, 'Bleu_2': 0.6658500378833425, 'Bleu_3': 0.6106454544197211, 'Bleu_4': 0.5442028280740654, 'METEOR': 0.35167918685655225, 'ROUGE_L': 0.48980852378011125, 'CIDEr': 1.0694516976193957}",-0.058723873,0.124480615,0.183204488,0.016821802,-0.041153193,0.00084132,0,0
"{'predicate: creator, subject: bolt (comicscharacter), object: paris cullins, sentence: ', 'predicate: nationality, subject: paris cullins, object: united states, sentence: '}",2,"The creator of the comic character, Bolt, is Paris Cullins, A United States national.",0.999906639,,"the comic character bolt was created by paris cullins, a us national",0.999921441,,0.53812176,-2.280835629,0.94149756,0.492686202,0.437765103,"{'image_id': 'inst-654', 'Bleu_1': 0.833333333263889, 'Bleu_2': 0.7282190811909759, 'Bleu_3': 0.6424382212983479, 'Bleu_4': 0.492686202064461, 'METEOR': 0.4377651029927478, 'ROUGE_L': 0.6484434320425209, 'CIDEr': 3.9913831008137235}","the comic character bolt was created by paris cullins, a us national",0.999921441,,0.53812176,-2.280835629,0.94149756,0.492686202,0.437765103,"{'image_id': 'inst-654', 'Bleu_1': 0.833333333263889, 'Bleu_2': 0.7282190811909759, 'Bleu_3': 0.6424382212983479, 'Bleu_4': 0.492686202064461, 'METEOR': 0.4377651029927478, 'ROUGE_L': 0.6484434320425209, 'CIDEr': 3.9913831008137235}",0,-1.48E-05,-1.48E-05,0,0,0,0,0
"{""predicate: leader party, subject: san sebastián de los reyes, object: people's party (spain), sentence: ""}",1,"The People's Party is the lead party of San Sebastian de los Reyes, Spain.",0.999871969,,san sebastián de los reyes is led by the people's party (spain),0.999692917,,0.538134575,-2.265572071,0.90874934,0.260127844,0.360024018,"{'image_id': 'inst-56', 'Bleu_1': 0.6666666665777778, 'Bleu_2': 0.4879500364080449, 'Bleu_3': 0.380168565385901, 'Bleu_4': 0.2601278440036351, 'METEOR': 0.36002401826015035, 'ROUGE_L': 0.3333333333333333, 'CIDEr': 3.5133274948987685}",san sebastián de los reyes is led by the people's party (spain),0.999692917,,0.538134575,-2.265572071,0.90874934,0.260127844,0.360024018,"{'image_id': 'inst-56', 'Bleu_1': 0.6666666665777778, 'Bleu_2': 0.4879500364080449, 'Bleu_3': 0.380168565385901, 'Bleu_4': 0.2601278440036351, 'METEOR': 0.36002401826015035, 'ROUGE_L': 0.3333333333333333, 'CIDEr': 3.5133274948987685}",0,0.000179052,0.000179052,0,0,0,0,0
"{'predicate: location, subject: olympic stadium (athens), object: athens, sentence: ', 'predicate: ground, subject: aek athens f.c., object: olympic stadium (athens), sentence: '}",2,"The Olympic Stadium, located in Athens, is the home ground of AEK Athens FC.",0.999873737,,the ground for aek athens fc is the olympic stadium (athens) in athens,0.999902546,,0.538187265,-1.765033841,0.9314738,4.48E-05,0.399744346,"{'image_id': 'inst-848', 'Bleu_1': 0.7333333332844446, 'Bleu_2': 0.5606119105426793, 'Bleu_3': 0.36430944266850274, 'Bleu_4': 4.480304273546096e-05, 'METEOR': 0.3997443462398854, 'ROUGE_L': 0.36180308422301305, 'CIDEr': 3.133766839406955}",the ground for aek athens fc is the olympic stadium (athens) in athens,0.999902546,,0.538187265,-1.765033841,0.93147385,4.48E-05,0.399744346,"{'image_id': 'inst-848', 'Bleu_1': 0.7333333332844446, 'Bleu_2': 0.5606119105426793, 'Bleu_3': 0.36430944266850274, 'Bleu_4': 4.480304273546096e-05, 'METEOR': 0.3997443462398854, 'ROUGE_L': 0.36180308422301305, 'CIDEr': 3.133766839406955}",0,-2.88E-05,-2.88E-05,0,0,5.96E-08,0,0
"{'predicate: birth place, subject: abraham a. ribicoff, object: united states, sentence: ', 'predicate: death place, subject: abraham a. ribicoff, object: new york, sentence: ', 'predicate: nationality, subject: abraham a. ribicoff, object: american, sentence: ', 'predicate: ethnic group, subject: united states, object: native americans in the united states, sentence: ', 'predicate: spouse, subject: abraham a. ribicoff, object: casey ribicoff, sentence: '}",5,"Native Americans are an ethnic group in the United States which was the birth place of, Abraham A. Ribicoff. His wife was Casey Ribicoff and he died in New York.",0.999827731,,american abraham a. ribicoff was born in the u.s. and died in new york. casey ribicoff was the wife of abraham a. ribicoff. native americans are an ethnic group in the u.s,0.9997545,,0.540747166,-1.935480475,0.9372163,0.566841573,0.418605683,"{'image_id': 'inst-1567', 'Bleu_1': 0.8437499999736329, 'Bleu_2': 0.7378040652335188, 'Bleu_3': 0.6480632045755707, 'Bleu_4': 0.5668415733368837, 'METEOR': 0.41860568298921724, 'ROUGE_L': 0.5726284584980237, 'CIDEr': 2.7846985251513017}",american abraham a. ribicoff was born in the u.s. and died in new york. casey ribicoff was the wife of abraham a. ribicoff. native americans are an ethnic group in the u.s,0.9997545,,0.540747166,-1.935480475,0.9372163,0.566841573,0.418605683,"{'image_id': 'inst-1567', 'Bleu_1': 0.8437499999736329, 'Bleu_2': 0.7378040652335188, 'Bleu_3': 0.6480632045755707, 'Bleu_4': 0.5668415733368837, 'METEOR': 0.41860568298921724, 'ROUGE_L': 0.5726284584980237, 'CIDEr': 2.7846985251513017}",0,7.32E-05,7.32E-05,0,0,0,0,0
"{'predicate: country, subject: akron, ohio, object: united states, sentence: ', 'predicate: ethnic group, subject: united states, object: asian americans, sentence: ', 'predicate: leader title, subject: akron, ohio, object: mayor, sentence: ', 'predicate: is part of, subject: akron, ohio, object: summit county, ohio, sentence: '}",4,"Akron, led by the Mayor, is in Summit County, Ohio, in the United States, where Asian Americans are one of the ethnic groups.",0.999916414,,"the asian americans are an ethnic group in the united states, where akron, summit county, ohio is located. akron is led by a mayor",0.999888554,,0.678441346,-1.699953079,0.95203555,0.519885794,0.427580982,"{'image_id': 'inst-1329', 'Bleu_1': 0.9583333332934028, 'Bleu_2': 0.7905694150084384, 'Bleu_3': 0.634697248075971, 'Bleu_4': 0.5198857939822776, 'METEOR': 0.42758098177976644, 'ROUGE_L': 0.6307785888077858, 'CIDEr': 2.6684198349877315}","mayor leads akron, summit county, ohio, united states. asian americans are an ethnic group in the u.s",0.999909371,,0.541040897,-2.334634304,0.8892344,0.304879906,0.360754055,"{'image_id': 'inst-1329', 'Bleu_1': 0.6199575199238246, 'Bleu_2': 0.4949963844810259, 'Bleu_3': 0.3857158313816496, 'Bleu_4': 0.30487990593052816, 'METEOR': 0.36075405534992955, 'ROUGE_L': 0.48683160415003984, 'CIDEr': 1.0998464266864898}",2.08E-05,2.79E-05,7.04E-06,-0.137400448,-0.634681225,-0.06280112,-0.215005888,-0.066826926
"{'predicate: demonym, subject: united states, object: americans, sentence: ', 'predicate: country, subject: angola, indiana, object: united states, sentence: ', 'predicate: ethnic group, subject: united states, object: asian americans, sentence: ', 'predicate: is part of, subject: angola, indiana, object: pleasant township, steuben county, indiana, sentence: '}",4,"People who live in the US are called Americans and these include the ethnic group of Asian Americans. The United States is where you will find Angola, part of Pleasant Township in Steuben County, Indiana.",0.999900733,,"angola, pleasant township, steuben county, indiana is in the u.s. where americans live and where asian americans are an ethnic group",0.999836668,,0.544707298,-2.389813185,0.9095613,0.261931763,0.360676142,"{'image_id': 'inst-1318', 'Bleu_1': 0.6482902333145437, 'Bleu_2': 0.4572024854576692, 'Bleu_3': 0.3403216517800748, 'Bleu_4': 0.26193176289308767, 'METEOR': 0.36067614239776463, 'ROUGE_L': 0.5570776255707762, 'CIDEr': 0.6868348813426778}","angola, pleasant township, steuben county, indiana is in the u.s. where americans live and where asian americans are an ethnic group",0.999836668,,0.544707298,-2.389813185,0.9095613,0.261931763,0.360676142,"{'image_id': 'inst-1318', 'Bleu_1': 0.6482902333145437, 'Bleu_2': 0.4572024854576692, 'Bleu_3': 0.3403216517800748, 'Bleu_4': 0.26193176289308767, 'METEOR': 0.36067614239776463, 'ROUGE_L': 0.5570776255707762, 'CIDEr': 0.6868348813426778}",0,6.41E-05,6.41E-05,0,0,0,0,0
"{'predicate: is part of, subject: albany, oregon, object: oregon, sentence: ', 'predicate: capital, subject: oregon, object: salem, oregon, sentence: ', 'predicate: country, subject: albany, oregon, object: united states, sentence: '}",3,"Albany is a city in Oregon, where the capital is Salem. Oregon is in the United States.",0.999885095,,albany is part of oregon in the u.s. salem is the capital of oregon,0.999932726,,0.546489835,-2.302572966,0.9313096,0.3805803,0.314267567,"{'image_id': 'inst-989', 'Bleu_1': 0.8571428570204084, 'Bleu_2': 0.6793662203878389, 'Bleu_3': 0.48683594401134783, 'Bleu_4': 0.3805803001096172, 'METEOR': 0.31426756691850266, 'ROUGE_L': 0.45522388059701485, 'CIDEr': 2.1200488267258515}",albany is part of oregon in the u.s. salem is the capital of oregon,0.999932726,,0.546489835,-2.302572966,0.93130946,0.3805803,0.314267567,"{'image_id': 'inst-989', 'Bleu_1': 0.8571428570204084, 'Bleu_2': 0.6793662203878389, 'Bleu_3': 0.48683594401134783, 'Bleu_4': 0.3805803001096172, 'METEOR': 0.31426756691850266, 'ROUGE_L': 0.45522388059701485, 'CIDEr': 2.1200488267258515}",0,-4.76E-05,-4.76E-05,0,0,-1.19E-07,0,0
"{'predicate: region, subject: arròs negre, object: catalonia, sentence: ', 'predicate: country, subject: arròs negre, object: spain, sentence: ', 'predicate: leader name, subject: catalonia, object: parliament of catalonia, sentence: ', 'predicate: ethnic group, subject: spain, object: spaniards, sentence: ', 'predicate: leader name, subject: spain, object: felipe vi of spain, sentence: '}",5,"Arròs negre is a traditional dish from Catalonia, Spain where an ethnic group is Spaniards and the leader is Felipe VI. Catalonia is governed by the Parliament of Catalonia.",0.999934101,,arrs negre is from the catalonia region of spain. the leader of catalonia is the parliament of catalonia and the leader of spain is felipe vi. spaniards are an ethnic group in spain,0.999931359,,0.554714561,-2.617296696,0.8906301,0.185186268,0.33451926,"{'image_id': 'inst-1523', 'Bleu_1': 0.6363636363443527, 'Bleu_2': 0.46770717333234835, 'Bleu_3': 0.32798359668242794, 'Bleu_4': 0.18518626790576503, 'METEOR': 0.3345192601568923, 'ROUGE_L': 0.424291064740503, 'CIDEr': 2.483797619001669}",arrs negre is from the catalonia region of spain. the leader of catalonia is the parliament of catalonia and the leader of spain is felipe vi. spaniards are an ethnic group in spain,0.999931359,,0.554714561,-2.61729598,0.8906301,0.185186268,0.33451926,"{'image_id': 'inst-1523', 'Bleu_1': 0.6363636363443527, 'Bleu_2': 0.46770717333234835, 'Bleu_3': 0.32798359668242794, 'Bleu_4': 0.18518626790576503, 'METEOR': 0.3345192601568923, 'ROUGE_L': 0.424291064740503, 'CIDEr': 2.483797619001669}",0,2.74E-06,2.74E-06,0,7.15E-07,0,0,0
"{'predicate: significant building, subject: julia morgan, object: asilomar state beach, sentence: '}",1,One of the significant buildings designed by Julia Morgan is the Asilomar State Beach.,0.999886274,,julia morgan is the architect behind asilomar state beach,0.998245001,,0.571808219,-2.659003496,0.912943,0.247672145,0.312974801,"{'image_id': 'inst-238', 'Bleu_1': 0.4462526604743918, 'Bleu_2': 0.4000304600901575, 'Bleu_3': 0.3401299500274493, 'Bleu_4': 0.24767214519910857, 'METEOR': 0.3129748005588276, 'ROUGE_L': 0.5857338820301784, 'CIDEr': 2.687651323256909}",julia morgan designed the asilomar state beach,0.994688511,,0.557585776,-2.516451597,0.920674,0.186931591,0.330759152,"{'image_id': 'inst-238', 'Bleu_1': 0.367879441066334, 'Bleu_2': 0.30037230582068875, 'Bleu_3': 0.23678913010307576, 'Bleu_4': 0.18693159136982979, 'METEOR': 0.3307591523730916, 'ROUGE_L': 0.5390279823269514, 'CIDEr': 2.0981348701932365}",-0.00355649,0.001641273,0.005197763,-0.014222443,0.142551899,0.007731021,-0.060740554,0.017784352
"{'predicate: ground, subject: a.f.c. fylde, object: bryning lane, sentence: '}",1,A.F.C. Fylde are based at Bryning Lane.,0.999800026,,afc fylde's ground is bryning lane,0.999915004,,0.557641149,-2.561627388,0.9194554,7.73E-09,0.384787924,"{'image_id': 'inst-413', 'Bleu_1': 0.4285714284489797, 'Bleu_2': 0.2672612418328825, 'Bleu_3': 2.4264275024438497e-06, 'Bleu_4': 7.730551754367208e-09, 'METEOR': 0.3847879241687561, 'ROUGE_L': 0.42857142857142855, 'CIDEr': 2.498411837338963}",afc fylde's ground is bryning lane,0.999915004,,0.557641149,-2.561626434,0.9194554,7.73E-09,0.384787924,"{'image_id': 'inst-413', 'Bleu_1': 0.4285714284489797, 'Bleu_2': 0.2672612418328825, 'Bleu_3': 2.4264275024438497e-06, 'Bleu_4': 7.730551754367208e-09, 'METEOR': 0.3847879241687561, 'ROUGE_L': 0.42857142857142855, 'CIDEr': 2.498411837338963}",0,-0.000114977,-0.000114977,0,9.54E-07,0,0,0
"{'predicate: demonym, subject: spain, object: spaniards, sentence: ', 'predicate: language, subject: spain, object: spanish language, sentence: ', 'predicate: country, subject: ajoblanco, object: spain, sentence: ', 'predicate: leader name, subject: spain, object: felipe vi of spain, sentence: '}",4,Ajoblanco originates from Spain where the main ethnic group are the Spaniards. The country's leader is King Felipe VI and the spoken language is Spanish.,0.999928117,,ajoblanco is a dish from spain where the leader is felipe vi and the spoken language is spanish. spaniards are from spain,0.999928623,,0.578565955,-2.548471928,0.9253808,0.482358809,0.366473648,"{'image_id': 'inst-1391', 'Bleu_1': 0.8181818181446281, 'Bleu_2': 0.6546536706775117, 'Bleu_3': 0.5555132242613312, 'Bleu_4': 0.4823588086436041, 'METEOR': 0.3664736484687994, 'ROUGE_L': 0.6157469717362045, 'CIDEr': 2.823857884346393}","ajoblanco is a dish from spain, where spanish is spoken and the leader is felipe vi. spaniards are from spain",0.999928892,,0.560033739,-1.908253074,0.92721546,3.73E-05,0.335509038,"{'image_id': 'inst-1391', 'Bleu_1': 0.79999999996, 'Bleu_2': 0.5428967140027778, 'Bleu_3': 0.3199366346100398, 'Bleu_4': 3.725510131407518e-05, 'METEOR': 0.33550903803805776, 'ROUGE_L': 0.5844947735191638, 'CIDEr': 1.9958665405908227}",2.68E-07,-5.07E-07,-7.75E-07,-0.018532217,0.640218854,0.001834631,-0.482321554,-0.03096461
"{'predicate: is part of, subject: new york city, object: manhattan, sentence: ', 'predicate: country, subject: new york city, object: united states, sentence: ', 'predicate: is part of, subject: new york city, object: new netherland, sentence: ', 'predicate: leader name, subject: manhattan, object: cyrus vance, jr., sentence: ', 'predicate: location, subject: asser levy public baths, object: new york city, sentence: '}",5,The Asser Levy Public Baths are in New York City in the U.S. New York City has a leader called Cyrus Vance Jr. and it is part of Manhattan and New Netherland.,0.999922172,,"the asser levy public baths are located in new york city, manhattan, new netherland, united states. cyrus vance jr. is one of the leaders of manhattan",0.999818218,,0.565182686,-2.284502983,0.936448,0.316095682,0.35050384,"{'image_id': 'inst-1469', 'Bleu_1': 0.702316197246471, 'Bleu_2': 0.5587910660215936, 'Bleu_3': 0.4166019523705747, 'Bleu_4': 0.3160956822774007, 'METEOR': 0.35050384026471904, 'ROUGE_L': 0.5754716981132075, 'CIDEr': 1.638881524772616}","the asser levy public baths are located in new york city, manhattan, new netherland, united states. cyrus vance jr. is the leader of manhattan",0.999818242,,0.561890662,-2.295069218,0.93653655,0.316107057,0.346213571,"{'image_id': 'inst-1469', 'Bleu_1': 0.6866758392426586, 'Bleu_2': 0.5664677390119476, 'Bleu_3': 0.41823492703532034, 'Bleu_4': 0.3161070566328755, 'METEOR': 0.34621357114679785, 'ROUGE_L': 0.5918949771689497, 'CIDEr': 1.07427146317652}",2.38E-08,0.000103954,0.000103931,-0.003292024,-0.010566235,8.86E-05,1.14E-05,-0.004290269
"{'predicate: capital, subject: united kingdom, object: london, sentence: ', 'predicate: leader title, subject: london, object: european parliament, sentence: ', 'predicate: leader name, subject: london, object: boris johnson, sentence: ', 'predicate: demonym, subject: united kingdom, object: british people, sentence: ', 'predicate: location, subject: 20 fenchurch street, object: united kingdom, sentence: '}",5,The capital of the United Kingdom is London which is led by the European Parliament along with Boris Johnson. The country is the location of 20 Fenchurch Street and the native people are known as British.,0.999894142,,"20 fenchurch street is located in the united kingdom, the capital of which is london. london is led via the european parliament and boris johnson is a leader. the demonym for natives of the uk is british people",0.999918294,,0.584073484,-1.585703731,0.9536863,0.428131088,0.42999758,"{'image_id': 'inst-1476', 'Bleu_1': 0.8157894736412743, 'Bleu_2': 0.6640536748078539, 'Bleu_3': 0.5277501571994154, 'Bleu_4': 0.42813108764239854, 'METEOR': 0.4299975800251456, 'ROUGE_L': 0.7105263157894737, 'CIDEr': 3.31627940485649}","20 fenchurch street is located in the united kingdom, where the capital is london. boris johnson and the european parliament are leaders in london. the demonym for natives of the uk is british people",0.999917531,,0.56251663,-1.909319043,0.9365226,0.24009803,0.355011928,"{'image_id': 'inst-1476', 'Bleu_1': 0.7210206393760209, 'Bleu_2': 0.5558903574823681, 'Bleu_3': 0.3794410147874959, 'Bleu_4': 0.2400980300281567, 'METEOR': 0.3550119276567715, 'ROUGE_L': 0.6050495942290353, 'CIDEr': 2.3901278978312286}",-7.63E-07,-2.42E-05,-2.34E-05,-0.021556854,-0.323615313,-0.017163694,-0.188033058,-0.074985652
"{'predicate: club, subject: abel hernández, object: u.s. città di palermo, sentence: ', 'predicate: youthclub, subject: abel hernández, object: peñarol, sentence: ', 'predicate: league, subject: peñarol, object: uruguayan primera división, sentence: ', 'predicate: manager, subject: u.s. città di palermo, object: giuseppe iachini, sentence: '}",4,"In his youth, Abel Hernández played for Peñarol, which plays in the Uruguayan Primera División. Abel Hernández plays for the club, U.S. Città di Palermo, the manager of which, is Giuseppe Iachini.",0.755205451,"['predicate: youthclub, subject: abel hernández, object: peñarol, sentence: in his youth, abel hernández played for peñarol, which plays in the uruguayan primera división. abel hernández plays for the club, u.s. città di palermo, the manager of which, is giuseppe iachini.', 'predicate: youthclub, subject: abel hernández, object: peñarol, sentence: the uruguayan primera división is the league that peñarol play in. that is the club abel hernandez played in his youth. he now plays for the club, u.s. città di palermo which is managed by, giuseppe iachini.', ""predicate: youthclub, subject: abel hernández, object: peñarol, sentence: abel hernandez is a member of penarol's youth club that is part of the uruguayan primera división. abel hernández plays for the u.s. città di palermo that is managed by giuseppe iachini.""]",abel hernández played youth football for pearol who play in the uruguayan primera división. he now plays for u.s. città di palermo which is managed by giuseppe iachini,0.500426408,"['predicate: youthclub, subject: abel hernández, object: peñarol, sentence: abel hernández played youth football for pearol who play in the uruguayan primera división. he now plays for u.s. città di palermo which is managed by giuseppe iachini', 'predicate: league, subject: peñarol, object: uruguayan primera división, sentence: abel hernández played youth football for pearol who play in the uruguayan primera división. he now plays for u.s. città di palermo which is managed by giuseppe iachini']",0.646387756,-1.611081123,0.9394345,0.525780596,0.382122876,"{'image_id': 'inst-1265', 'Bleu_1': 0.7739981247216623, 'Bleu_2': 0.6871377969974874, 'Bleu_3': 0.6040414828964116, 'Bleu_4': 0.5257805960504903, 'METEOR': 0.3821228757327883, 'ROUGE_L': 0.6258099352051835, 'CIDEr': 2.454839672766171}",abel hernández played youth football for penarol who play in the uruguayan primera división. he now plays for us citta di palermo which is managed by giuseppe iachini,0.988731846,,0.563570976,-1.790345788,0.93435305,0.460608547,0.350980649,"{'image_id': 'inst-1265', 'Bleu_1': 0.7430381997327958, 'Bleu_2': 0.6368352801016579, 'Bleu_3': 0.545431253572282, 'Bleu_4': 0.4606085466806828, 'METEOR': 0.35098064915017296, 'ROUGE_L': 0.5599352051835854, 'CIDEr': 2.065474449128347}",0.488305438,0.254779043,-0.233526395,-0.08281678,-0.179264665,-0.005081475,-0.065172049,-0.031142227
"{'predicate: manufacturer, subject: plymouth plaza, object: plymouth (automobile), sentence: ', 'predicate: related mean of transportation, subject: 1955 dodge, object: plymouth plaza, sentence: '}",2,"1955 Dodge and Plymouth Plaza, made by Plymouth, are related kinds of transportation.",0.999157548,,the 1955 dodge and the plymouth plaza are related means of transportation in that they are both cars. the plymouth plaza is manufactured by plymouth,0.999895692,,0.564068258,-2.16629529,0.93783796,0.413083287,0.471837132,"{'image_id': 'inst-667', 'Bleu_1': 0.6799999999728, 'Bleu_2': 0.6069047151763223, 'Bleu_3': 0.5041205383946815, 'Bleu_4': 0.4130832872699727, 'METEOR': 0.4718371324271126, 'ROUGE_L': 0.6192893401015228, 'CIDEr': 0.5815699711591735}",the 1955 dodge and the plymouth plaza are related means of transportation in that they are both cars. the plymouth plaza is manufactured by plymouth,0.999895692,,0.564068258,-2.16629529,0.93783796,0.413083287,0.471837132,"{'image_id': 'inst-667', 'Bleu_1': 0.6799999999728, 'Bleu_2': 0.6069047151763223, 'Bleu_3': 0.5041205383946815, 'Bleu_4': 0.4130832872699727, 'METEOR': 0.4718371324271126, 'ROUGE_L': 0.6192893401015228, 'CIDEr': 0.5815699711591735}",0,-0.000738144,-0.000738144,0,0,0,0,0
